round	value	daily_double	category	comments	answer	question	air_date	notes
1	500	no	THE FUNNIES	-	This humorous, unmarried title woman works for a marketing firm & has a dog named Electra	\"Cathy\"	1994-12-28	-
1	100	no	FOOD & DRINK	-	In an Italian restaurant, order Moleche & you'll get the soft-shelled type of these crustaceans	crabs	1994-12-28	-
1	200	no	FOOD & DRINK	-	Used to flavor cocktails, orange & Angostura are types of these	bitters	1994-12-28	-
1	300	no	FOOD & DRINK	-	First made by Dutch immigrants in East Prussia, Tilsit is a type of this	cheese	1994-12-28	-
1	400	no	FOOD & DRINK	-	The name of this twisted fried doughnut is from the Dutch for "twisted cake\"	cruller	1994-12-28	-
1	500	no	FOOD & DRINK	-	This traditional French dish consists of meat braised in red wine & garnished with mushrooms & onions	beef bourguignon	1994-12-28	-
1	100	no	BIOLOGY	-	Crocodilians are the only reptiles in which this organ has 4 separated chambers	the heart	1994-12-28	-
1	200	no	BIOLOGY	-	The armadillo possesses the endo- & exo- types of this support structure	skeleton	1994-12-28	-
1	300	no	BIOLOGY	-	E. coli, one of these found in humans, is often used in genetic studies	a bacteria	1994-12-28	-
1	400	no	BIOLOGY	-	A bird's crop is an expanded area of this part of the alimentary canal between the pharynx & stomach	the esophagus	1994-12-28	-
1	500	no	BIOLOGY	-	In 1910 Paul Ehrlich announced that Salvarsan was an effective treatment for this disease	syphilis	1994-12-28	-
1	100	no	FLAGS	-	The flag of this British Crown colony has a castle denoting its strategic importance in the Mediterranean	Gibraltar	1994-12-28	-
1	200	no	FLAGS	-	The District of Columbia's flag is the banner of the arms of his ancestral family in England	George Washington	1994-12-28	-
1	300	no	FLAGS	-	Israel's flag consists of this object & 2 stripes of blue on a white field	the Star of David	1994-12-28	-
1	400	no	FLAGS	-	Oliver Hazard Perry's flag bore this phrase uttered by James Lawrence in the War of 1812	\"Don't Give Up the Ship\"	1994-12-28	-
1	400	yes	FLAGS	-	This alliance's flag contains all the flags of its members, including Peru, Grenada, & the U.S.	the Organization of American States	1994-12-28	-
1	100	no	RULES FROM EXODUS	-	You should not take the name of the Lord "in" this	\"vain\"	1994-12-28	-
1	200	no	RULES FROM EXODUS	-	According to 21:15 & 17, if you smite or even curse these 2 family members, you should die	mother and father	1994-12-28	-
1	300	no	RULES FROM EXODUS	-	One of the commandments says "Thou shalt not bear" this "against thy neighbor\"	\"false witness\"	1994-12-28	-
1	400	no	RULES FROM EXODUS	-	You're supposed to eat this kind of bread 7 days a year; they all fall during Passover	unleavened	1994-12-28	-
1	500	no	RULES FROM EXODUS	-	23:8 warns not to take one of these inducements, for it "perverteth the words of the righteousness\"	bribe (or gift)	1994-12-28	-
2	200	no	1993	-	At the end of May, Emerson Fittipaldi won this auto race for the second time	Indy 500	1994-12-28	-
2	400	no	1993	-	In June the U.S. fired on this country in retaliation for their plot to kill George Bush	Iraq	1994-12-28	-
2	600	no	1993	-	On November 2 the Senate voted 94-6 to subpoena 3,000 pages of his diary	Robert Packwood	1994-12-28	-
2	800	no	1993	-	Kimba Wood was considered for this cabinet post but ran afoul with Nannygate	Attorney General	1994-12-28	-
2	1000	no	1993	-	This treaty on European unity went into effect on November 1	Maastricht Treaty	1994-12-28	-
2	200	no	PARKS	-	This state's Kenai Fjords National Park is the site of the Harding icefield, one of the USA's major icefields	Alaska	1994-12-28	-
2	400	no	PARKS	-	The lowest point of this national park in the southwest U.S. is more than 1100 feet underground	the Carlsbad Caverns	1994-12-28	-
2	800	no	PARKS	-	This country's Cape Horn national park is the most southerly park in the Western Hemisphere	Chile	1994-12-28	-
2	600	no	OPERA	-	This Norwegian completed only 3 scenes of "Olav Trygvason", his sole attempt at opera	(Edvard) Grieg	1994-12-28	-
2	800	no	OPERA	-	Name shared by a Handel opera, a general in Verdi's "Attila" & Mr. Pinza of the Met	Ezio	1994-12-28	-
2	1000	no	OPERA	-	Placido Domingo starred in a 1992 TV version of "Tosca", taped in its actual settings in this capital city	Rome	1994-12-28	-
2	200	no	THE 7 ANCIENT WONDERS	-	Though there are about 75 of these, some lists only include one of them	the Pyramids (of Egypt)	1994-12-28	-
2	400	no	THE 7 ANCIENT WONDERS	-	It's said that on the day this conqueror was born in 356 B.C. Herostratus burned down the Temple of Diana	Alexander (the Great)	1994-12-28	-
2	600	no	THE 7 ANCIENT WONDERS	-	Some sources say a ship could sail under this wonder, some say it had its feet together	the Colossus of Rhodes	1994-12-28	-
2	1000	yes	THE 7 ANCIENT WONDERS	-	Pliny said that by his time this wonder was just a desolate wilderness	the Hanging Gardens of Babylon	1994-12-28	-
2	1000	no	THE 7 ANCIENT WONDERS	-	When finished by Ptolemy Philadelphus, it was over 400 feet high	the Pharos at Alexandria	1994-12-28	-
2	200	no	LITERATURE	-	Cervantes novel that tells us, "A knight errant without a lady is like...a body without a soul\"	\"Don Quixote\"	1994-12-28	-
2	400	no	LITERATURE	-	He wrote his first novel, "Murphy", in 1938, 14 years before his famous play "Waiting for Godot\"	(Samuel) Beckett	1994-12-28	-
2	600	no	LITERATURE	-	His wife Mary said the caroling of a skylark in Leghorn inspired his poem "To a Skylark\"	(Percy) Shelley	1994-12-28	-
2	800	no	LITERATURE	-	\"The Knight's Tale" by this 14th century author is based on Boccaccio's poem "Teseida\"	(Geoffrey) Chaucer	1994-12-28	-
2	1000	no	LITERATURE	-	His 1958 novel "Our Man in Havana" takes place in pre-Castro Cuba	Graham Greene	1994-12-28	-
2	200	no	POT LUCK	-	Koalas rarely drink water; instead, they obtain their liquid mostly from the leaves of this tree	the eucalyptus	1994-12-28	-
2	400	no	POT LUCK	-	From 1943 to 1974 this radio program was broadcast from Nashville's Ryman Auditorium	\"The Grand Ole Opry\"	1994-12-28	-
2	600	no	POT LUCK	-	He was present when St. Stephen was martyred & persecuted other Christians while he was known as Saul	Paul (of Tarsus)	1994-12-28	-
2	800	no	POT LUCK	-	This Finnish-born architect designed NYC's CBS building, his only skyscraper	(Eero) Saarinen	1994-12-28	-
2	1000	no	POT LUCK	-	Born in 1850, this future labor leader joined the cigarmakers' union at the age of 14	(Samuel) Gompers	1994-12-28	-
3	0	no	ETYMOLOGY	(Alex: Boy, is that frightening?)	Until 1946, this word usually meant a mathematician; since then, it's come to mean a machine	a computer	1994-12-28	-
1	100	no	MUSIC	-	In a rim shot the side & head of this instrument are hit at the same time	snare drum	1995-01-10	-
1	200	no	MUSIC	-	A note that's neither sharp nor flat is said to be this	a natural	1995-01-10	-
1	300	no	MUSIC	-	The sustaining pedal of this instrument holds the dampers off the strings to prolong the sound	piano	1995-01-10	-
1	400	no	MUSIC	-	The Hawaiian or steel type of this instrument produces a sweet, gliding tone	guitar	1995-01-10	-
1	500	no	MUSIC	-	Used to indicate a quiet, subdued tone, this Italian term means "under the voice\"	sotto voce	1995-01-10	-
1	100	no	TELEVISION	-	In the opening of this series, Morty the moose strolls through the streets of Cicely	Northern Exposure	1995-01-10	-
1	200	no	TELEVISION	-	It's the local watering hole for the gang on "Murphy Brown\"	Phil's	1995-01-10	-
1	300	no	TELEVISION	-	On "Batman" the Joker was played by this star of Cuban descent	Cesar Romero	1995-01-10	-
1	400	no	TELEVISION	-	On TV he parked his plane, the Songbird, on the Flying Crown Ranch	Sky King	1995-01-10	-
1	500	no	TELEVISION	-	This "I've Got a Secret" panelist was the original host of "The Price is Right\"	Bill Cullen	1995-01-10	-
1	100	no	ANNUAL EVENTS	-	June is the month for this state's annual Bayou Lacombe Crab Festival	Louisiana	1995-01-10	-
1	200	no	ANNUAL EVENTS	-	The American Egg Board sponsors Egg Salad Week the full week after this holiday	Easter	1995-01-10	-
1	300	no	ANNUAL EVENTS	-	Constitution Week, September 17-23, was proclaimed on August 29, 1956 by this president	Dwight Eisenhower	1995-01-10	-
1	400	no	ANNUAL EVENTS	-	This U.S. commonwealth has a national coffee festival in February featuring foods, booths & art	Puerto Rico	1995-01-10	-
1	500	no	ANNUAL EVENTS	-	This Japanese city, site of the 1972 Winter Olympics, is known for its annual snow festival	Sapporo	1995-01-10	-
1	100	no	FINAL RESTING PLACES	-	Jim Morrison's grave is the big draw at this city's Pere Lachaise Cemetery	Paris	1995-01-10	-
1	200	no	FINAL RESTING PLACES	-	His London tombstone bears the revolutionary inscription "Workers of All Lands Unite\"	Karl Marx	1995-01-10	-
1	300	no	FINAL RESTING PLACES	-	The mast of this battleship marks the Arlington grave of 229 who died on it at Havana in 1898	the Maine	1995-01-10	-
1	400	no	FINAL RESTING PLACES	-	This poetess is buried in the family plot in West Cemetery, Amherst, Massachusetts	Emily Dickinson	1995-01-10	-
1	1000	yes	FINAL RESTING PLACES	-	Richard Nixon was laid to rest in this California city where he was born	Yorba Linda	1995-01-10	-
1	100	no	CASES & CARRIERS	(Alex: That's interesting!)	They're slung over a horse or motorcycle	saddlebags	1995-01-10	-
1	200	no	CASES & CARRIERS	(Alex: That's interesting!)	French term for a briefcase	attache	1995-01-10	-
1	300	no	CASES & CARRIERS	(Alex: That's interesting!)	The 2 colors of Ella Fitzgerald's "A-Tisket A-Tasket" basket	green & yellow	1995-01-10	-
1	400	no	CASES & CARRIERS	(Alex: That's interesting!)	It's what an Aussie usually carries in his tucker bag	food	1995-01-10	-
1	500	no	CASES & CARRIERS	(Alex: That's interesting!)	This large trunk with a curved lid is named for a city in New York	Saratoga (Springs)	1995-01-10	-
1	100	no	COMMON BONDS	-	Mortar, surf, shuffle	boards	1995-01-10	-
1	200	no	COMMON BONDS	-	Fiddle, cinnamon, walking	sticks	1995-01-10	-
1	300	no	COMMON BONDS	-	Ice cream, nose, pine	cones	1995-01-10	-
1	400	no	COMMON BONDS	-	Horse, soap, grand	operas	1995-01-10	-
1	500	no	COMMON BONDS	-	Dream, sail, gravy	boats	1995-01-10	-
2	200	no	1968	-	Famous offensive launched January 30, 1968	Tet	1995-01-10	-
2	400	no	1968	-	In May the Supreme Court upheld a law making it a criminal offense to burn or mutilate these	draft cards	1995-01-10	-
2	600	no	1968	-	In October Apollo 7 was launched, Jackie became Jackie O., the Olympics began in this North American city	Mexico City	1995-01-10	-
2	800	no	1968	-	This man was ordained in 1968; 20 years later he was running for president	Jesse Jackson	1995-01-10	-
2	1000	no	1968	-	On January 1, 1968, this father of actor Daniel Day-Lewis was named Britain's poet laureate	Cecil Day-Lewis	1995-01-10	-
2	200	no	ARCHITECTURE	-	Francois Hennebique was a pioneer in the use of this "reinforced" material in architecture	concrete	1995-01-10	-
2	400	no	ARCHITECTURE	-	This Chinese-born American architect designed Beijing's Xiangshan Hotel	I.M. Pei	1995-01-10	-
2	600	no	ARCHITECTURE	-	Sir Edwin Lutyens designed the Viceroy's House, now Rashtrapati Bhavan, in this city	New Delhi	1995-01-10	-
2	800	no	ARCHITECTURE	-	This tallest building at the U.N.'s New York headquarters is based on the work of Le Corbusier	the Secretariat	1995-01-10	-
2	1000	no	ARCHITECTURE	-	This Nazi designed the new Reich Chancellery & the Nuremberg zeppelin field named for Adolf Hitler	Albert Speer	1995-01-10	-
2	200	no	MYTHOLOGY	-	This founder of Rome reigned for over 30 years before vanishing during a rainstorm	Romulus	1995-01-10	-
2	400	no	MYTHOLOGY	-	According to Hesiod, she was the last wife of Zeus, after Metis & Themis	Hera	1995-01-10	-
2	600	no	MYTHOLOGY	-	Harmonides built the ship on which he sailed to carry off Helen	Paris	1995-01-10	-
2	800	no	MYTHOLOGY	-	Tiphys was the helmsman of this ship that carried Jason on his quest for the golden fleece	Argo	1995-01-10	-
2	1000	no	MYTHOLOGY	-	This wife of Orpheus was a dryad	Eurydice	1995-01-10	-
2	200	no	SHAW	-	Shaw later wrote a short story epilogue to this to stop productions from hinting Higgins & Eliza would marry	\"Pygmalion\"	1995-01-10	-
2	400	no	SHAW	-	A stage direction for this character says, "He tickles the lion's belly\"	Androcles	1995-01-10	-
2	600	no	SHAW	-	Shaw waited until this war was over before staging "Heartbreak House" so it would have the right audience	World War I	1995-01-10	-
2	2300	yes	SHAW	-	Shaw called her "The queerest fish among the eccentric worthies of the Middle Ages\"	Joan of Arc	1995-01-10	-
2	1000	no	SHAW	-	This play opens in the library of Lady Britomart Undershaft's house	\"Major Barbara\"	1995-01-10	-
2	200	no	\"OF\"	-	It follows "My country, 'tis of thee, sweet land of liberty\"	of thee I sing	1995-01-10	-
2	400	no	\"OF\"	-	\"It doesn't take much to see that the problems of 3 little people don't amount to" this "in this crazy world\"	a hill of beans	1995-01-10	-
2	600	no	\"OF\"	-	When life gives you lemons, make lemonade; when you're handed a "fine" one of these, make bouillabaisse	kettle of fish	1995-01-10	-
2	800	no	\"OF\"	-	Cornucopia	horn of plenty	1995-01-10	-
2	1000	no	\"OF\"	-	Matthew 6:28 says, "Consider" these, "how they grow; they toil not, neither do they spin\"	the lilies of the field	1995-01-10	-
2	200	no	IRAN	-	In 1901 W.K. D'Arcy was granted a 60-year monopoly to explore for & exploit this in Iran	oil/petroleum	1995-01-10	-
2	400	no	IRAN	-	Title of Sayed Ali Khamenei, the Wali Faqih or religious leader	ayatollah	1995-01-10	-
2	600	no	IRAN	-	In 1943 FDR, Churchill & Stalin attended a conference in this Iranian capital city	Tehran	1995-01-10	-
2	1000	yes	IRAN	-	Though about 70% of Iran is virtually uninhabited, many live on the coast of this sea to the north	Caspian Sea	1995-01-10	-
2	1000	no	IRAN	-	In the center of the Iranian flag is a stylized representation of this word	Allah	1995-01-10	-
3	0	no	BOOKS & AUTHORS	-	Among his books are "About Zionism" & "The Evolution of Physics\"	Albert Einstein	1995-01-10	-
1	100	no	STATE CAPITALS	-	A walkway separates this city's capitol building from Iolani Palace	Honolulu	1995-01-27	-
1	200	no	STATE CAPITALS	-	Frankfort, Kentucky's capitol rotunda & dome were copied from this French emperor's tomb	Napoleon	1995-01-27	-
1	300	no	STATE CAPITALS	-	Henry Hudson is among those depicted in carvings on a staircase in this city's capitol building	Albany, New York	1995-01-27	-
1	400	no	STATE CAPITALS	-	The capitol building in Jefferson City stands on a hill overlooking this river	Missouri River	1995-01-27	-
1	500	no	STATE CAPITALS	-	The state capitol building in this SW city is shaped like the sun symbol of the Zia Indians	Santa Fe, New Mexico	1995-01-27	-
1	100	no	THE MOVIES	-	Arnold Schwarzenegger played this sword-wielding warrior in 2 films	Conan the Barbarian	1995-01-27	-
1	200	no	THE MOVIES	-	James Cagney starred as this "Yankee Doodle Dandy\"	George M. Cohan	1995-01-27	-
1	300	no	THE MOVIES	-	In 1991 this actress made her directorial debut with "Little Man Tate\"	Jodie Foster	1995-01-27	-
1	400	no	THE MOVIES	-	Steven Bach's 1985 book "Final Cut" detailed the making of this 1980 Michael Cimino flop	Heaven's Gate	1995-01-27	-
1	500	no	THE MOVIES	-	This "Terms of Endearment" co-star made her debut in the 1977 film "Slumber Party '57\"	Debra Winger	1995-01-27	-
1	100	no	GAMBLING	-	On this game's card, the smallest numbers line up under B; the largest under O	bingo	1995-01-27	-
1	200	no	GAMBLING	-	In craps, the person throwing the dice is called this	the shooter	1995-01-27	-
1	300	no	GAMBLING	-	When playing this game in Las Vegas, you can usually double down on any initial 2-card holding	blackjack	1995-01-27	-
1	400	no	GAMBLING	-	Term in poker for a hand of 5 cards all the same suit	flush	1995-01-27	-
1	500	no	GAMBLING	-	In this fancy card game, a 2-card total of 9 is a natural & cannot lose	baccarat	1995-01-27	-
1	100	no	SICKNESS & HEALTH	-	Bronchiectasis, which can be a congenital defect, affects the bronchial tubes & this pair of organs	lungs	1995-01-27	-
1	200	no	SICKNESS & HEALTH	-	Global epidemics have been caused by the Spanish, Asian & Hong Kong strains of this virus	influenza	1995-01-27	-
1	300	no	SICKNESS & HEALTH	-	Quinsy is an abscess around one of these oval masses found at the back of the throat	tonsils	1995-01-27	-
1	500	yes	SICKNESS & HEALTH	-	Nephrosis, a chronic disease of these organs, is characterized by fluid retention	kidneys	1995-01-27	-
1	500	no	SICKNESS & HEALTH	-	Graves' disease is a disorder in which this gland becomes overactive	thyroid	1995-01-27	-
1	100	no	LANGUAGES	-	Sardo is another name for this Romance language spoken on an Italian island	Sardinian	1995-01-27	-
1	200	no	LANGUAGES	-	Although Tibetan is the traditional language of Tibet, this is its official language	(Mandarin) Chinese	1995-01-27	-
1	300	no	LANGUAGES	-	Karamojong & Suk are 2 of the Nilotic languages of this continent	Africa	1995-01-27	-
1	400	no	LANGUAGES	-	In dictionaries this language is often abbreviated Fris.	Frisian	1995-01-27	-
1	500	no	LANGUAGES	-	In 1786 King Gustav III founded an academy to promote literature & writings in this language	Swedish	1995-01-27	-
1	100	no	ELEPHANT ODDS & ENDS	-	For years an elephant of this color was on Thailand's flag; then we guess they finally unloaded it	white	1995-01-27	-
1	200	no	ELEPHANT ODDS & ENDS	-	If you have hallucinations from drinking, you've seen these	pink elephants	1995-01-27	-
1	300	no	ELEPHANT ODDS & ENDS	-	Better known as this, the aepyornis, like the dodo, is extinct	elephant bird	1995-01-27	-
1	400	no	ELEPHANT ODDS & ENDS	-	The corms of elephant's ear, which is also called this, are the main ingredient in poi	taro	1995-01-27	-
1	500	no	ELEPHANT ODDS & ENDS	-	In Hinduism, Ganesha is the elephant-headed son of Parvati & this destroyer	Shiva	1995-01-27	-
2	200	no	THE 20th CENTURY	-	George Washington Goethals was the first governor of this zone	Panama Canal Zone	1995-01-27	-
2	400	no	THE 20th CENTURY	-	Capital city that was a major bombing target of Operation Desert Storm	Baghdad	1995-01-27	-
2	600	no	THE 20th CENTURY	-	The main witness in a 1963 Senate investigation of organized crime, his "papers" were published in 1969	Joseph Valachi	1995-01-27	-
2	800	no	THE 20th CENTURY	-	This defense "line" was expanded to the Aleutians in 1959 & across Greenland in 1961	the DEW Line	1995-01-27	-
2	1000	no	THE 20th CENTURY	-	Agha Muhammad Yahya Khan resigned as president of this country in 1971 after he lost Bangladesh	Pakistan	1995-01-27	-
2	200	no	AMERICAN MUSEUMS	-	A mock-up of artist Grant Wood's house can be seen in the Davenport Museum of Art in this state	Iowa	1995-01-27	-
2	400	no	AMERICAN MUSEUMS	-	In 1994 the L.A. County Museum of Art exhibited this Spaniard's "Weeping Women\"	Picasso	1995-01-27	-
2	600	no	AMERICAN MUSEUMS	-	The Hillwood Museum  in Washington, D.C. has 2 of his Easter eggs	Faberge	1995-01-27	-
2	800	no	AMERICAN MUSEUMS	-	The Nelson-Atkins Museum of Art in Kansas City has a garden of 13 of this Brit's sculptures	Henry Moore	1995-01-27	-
2	1000	no	AMERICAN MUSEUMS	-	\"Where" this author's "Wild Things Are" is at the Rosenbach Museum & Library in Philadelphia	Maurice Sendak	1995-01-27	-
2	200	no	BUSINESS & INDUSTRY	-	In 1974 this French firm known for its pens introduced the disposable razor	Bic	1995-01-27	-
2	400	no	BUSINESS & INDUSTRY	-	A brewer began publishing this book in 1955 to help settle arguments in British pubs	The Guinness Book of World Records	1995-01-27	-
2	600	no	BUSINESS & INDUSTRY	-	In 1909 this American opened his first "Three and Sixpence" store in England	Woolworth	1995-01-27	-
2	800	no	BUSINESS & INDUSTRY	-	In 1955 in Des Plaines, Illinois, he opened the first McDonald's franchise	Ray Kroc	1995-01-27	-
2	1000	yes	BUSINESS & INDUSTRY	-	This large maker of over-the-counter painkillers is headquartered in Leverkusen, Germany	Bayer	1995-01-27	-
2	200	no	BIBLICAL PEOPLE	-	Exodus 7:7 mentions that this brother of Moses was 3 years older	Aaron	1995-01-27	-
2	400	no	BIBLICAL PEOPLE	-	His name in Hebrew means "Father of Many Nations\"	Abraham	1995-01-27	-
2	1000	yes	BIBLICAL PEOPLE	-	Of the 12 disciples, the one who wasn't present when Jesus appeared on the evening of his resurrection	\"Doubting" Thomas	1995-01-27	-
2	800	no	BIBLICAL PEOPLE	-	The first line of Daniel mentions this Babylonian king who came to Jerusalem & besieged it	Nebuchadnezzar	1995-01-27	-
2	200	no	WORLD CITIES	-	Hernan Cortes founded Veracruz in this country to serve as a base for his conquest	Mexico	1995-01-27	-
2	400	no	WORLD CITIES	-	Al-Qahirah, meaning "The Victorious", is the Arabic name for this Egyptian city	Cairo	1995-01-27	-
2	600	no	WORLD CITIES	-	This most populous city of Ireland is only 45 square miles in area	Dublin	1995-01-27	-
2	800	no	WORLD CITIES	-	This capital city of Hong Kong is sometimes called Hong Kong	Victoria	1995-01-27	-
2	1000	no	WORLD CITIES	-	The tomb of William the Silent can be seen in this Dutch city that's famous for its pottery	Delft	1995-01-27	-
2	200	no	SPEAK OF THE DICKINSON	-	Dickinson's best poems were produced during this war	the Civil War	1995-01-27	-
2	400	no	SPEAK OF THE DICKINSON	-	About 10 in her lifetime including "Success is Counted Sweetest", although she wrote over 1700	the number of works she had published when she was alive	1995-01-27	-
2	600	no	SPEAK OF THE DICKINSON	-	\"Because I could not stop for" this "he kindly stopped for me\"	death	1995-01-27	-
2	800	no	SPEAK OF THE DICKINSON	-	Emily spent her life in her father's house in this city, many of the years in self-imposed seclusion	Amherst, Massachusetts	1995-01-27	-
2	1000	no	SPEAK OF THE DICKINSON	-	Emily's lifelong friend was Helen Fiske, who under this name wrote "Ramona" & a book based on Emily	Helen Hunt Jackson	1995-01-27	-
3	0	no	FICTIONAL CHARACTERS	-	He said "When you have eliminated the impossible, whatever remains...must be the truth\"	Sherlock Holmes	1995-01-27	-
1	100	no	JAPAN	-	From Gogome station it's about a 5-hour climb to the top of this mountain	Mt. Fuji	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	JAPAN	-	The A-bomb dome is the only structural ruin left standing in this city	Hiroshima	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	JAPAN	-	The earliest recorded matches in this Japanese wrestling form were held around 23 B.C.	sumo	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	JAPAN	-	Each May Shimoda, Japan holds the Black Ship Festival to commemorate this commodore's arrival in 1854	Commodore Perry	1995-02-16	1995 Teen Tournament final game 1.
1	500	no	JAPAN	-	This, the Japanese parliament, is housed in a pyramid-topped building completed in 1936	the Diet	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	TV PERSONALITIES	-	In June 1994 this "Wheel of Fortune" star gave birth to son Nicholas John Santo Pietro	Vanna White	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	TV PERSONALITIES	-	On Oct. 23, 1994 this talk show hostess ran the Marine Corps marathon in under 4 1/2 hours	Oprah	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	TV PERSONALITIES	-	In addition to playing lovable loser George Costanza on "Seinfeld", he's the cartoon voice of Duckman	Jason Alexander	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	TV PERSONALITIES	-	This star of "Frasier" sings the show's closing theme, "Tossed Salads And Scrambled Eggs\"	Kelsey Grammer	1995-02-16	1995 Teen Tournament final game 1.
1	500	no	TV PERSONALITIES	-	In November 1994 this TV "Superman" star showed his athletic prowess on "American Gladiators\"	Dean Cain	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	THE 1970s	-	In April 1970 protests against pollution & other threats to the planet marked the 1st observance of this	Earth Day	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	THE 1970s	-	In a 1972 report the person in this post warned of the danger of secondhand smoke	the Surgeon General	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	THE 1970s	-	In 1971 this country's dictator "Papa Doc" Duvalier died & was succeeded by his son "Baby Doc\"	Haiti	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	THE 1970s	-	This American resigned his World Chess Championship in 1974	Bobby Fischer	1995-02-16	1995 Teen Tournament final game 1.
1	1000	yes	THE 1970s	-	As a follow-up to the Camp David Accords, these two countries signed a formal peace treaty March 26, 1979	Egypt and Israel	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	NUTRITION	-	Generally a saturated one of these is solid at room temperature	a fat	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	NUTRITION	-	This part of an egg is rich in pantothenic acid	the yolk	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	NUTRITION	-	The average person consumes 18% of calories in refined or processed forms of this simple carbohydrate	sugar	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	NUTRITION	-	All of the "essential" ones of these protein building blocks can be obtained by combining grains and legumes	amino acids	1995-02-16	1995 Teen Tournament final game 1.
1	500	no	NUTRITION	-	A food's dietary amount of this, also called roughage, may be several times the "crude" amount	fiber	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	SHAKESPEARE	-	This play's famous balcony scene takes place in a garden after a ball	Romeo and Juliet	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	SHAKESPEARE	-	The queen who says, "Go tell him I have slain myself; say that the last I spoke was 'Antony'\"	Cleopatra	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	SHAKESPEARE	-	This title character says, "Iago is most honest"--what a mistake	Othello	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	SHAKESPEARE	-	Rosencrantz & Guildenstern don't appear in this play until Act II, scene II	Hamlet	1995-02-16	1995 Teen Tournament final game 1.
1	500	no	SHAKESPEARE	-	Ovid's "Metamorphoses" inspired the play-within-a-play about Pyramus & Thisbe in this comedy	A Midsummer Night's Dream	1995-02-16	1995 Teen Tournament final game 1.
1	100	no	COMMON BONDS	-	Goose, straw, huckle	berries	1995-02-16	1995 Teen Tournament final game 1.
1	200	no	COMMON BONDS	-	Nurse, loan, hammerhead	shark	1995-02-16	1995 Teen Tournament final game 1.
1	300	no	COMMON BONDS	-	Chain, business, Dear John	letter	1995-02-16	1995 Teen Tournament final game 1.
1	400	no	COMMON BONDS	-	Magnetic, Space, darning	needles	1995-02-16	1995 Teen Tournament final game 1.
1	500	no	COMMON BONDS	-	Hair, tooth, pastry	brushes	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	CONSTITUTIONAL AMENDMENTS	-	This amendment says no person "shall be compelled in any criminal case to be a witness against himself\"	the fifth amendment	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	CONSTITUTIONAL AMENDMENTS	-	Ratified in 1913, the 16th amendment reduced net pay by authorizing this	an income tax	1995-02-16	1995 Teen Tournament final game 1.
2	2500	yes	CONSTITUTIONAL AMENDMENTS	-	The 15th, 19th & 26th amendments are concerned with who is allowed to do this	vote	1995-02-16	1995 Teen Tournament final game 1.
2	800	no	CONSTITUTIONAL AMENDMENTS	-	It's apropos that this amendment set the January date for the presidential inauguration	the 20th	1995-02-16	1995 Teen Tournament final game 1.
2	1000	no	CONSTITUTIONAL AMENDMENTS	-	Ratified in 1992, this amendment sets the procedure for Congressional pay raises	the 27th	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	ART CLASS	-	\"Motionless" term for the type of painting that the Dutch call stilleven	still life	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	ART CLASS	-	This technique often involves the hands & arms too, not just the digits as its name implies	finger-painting	1995-02-16	1995 Teen Tournament final game 1.
2	600	no	ART CLASS	-	Aquarelle is another name for this kind of painting noted for its transparent qualities	watercolor	1995-02-16	1995 Teen Tournament final game 1.
2	800	no	ART CLASS	-	Though these colored chalklike sticks are synonymous with soft colors, many come in brilliant hues	pastels	1995-02-16	1995 Teen Tournament final game 1.
2	1000	no	ART CLASS	-	Rockwell Kent's bold, angular black-and-white illustrations exemplify this style of the 1920s & '30s	Art Deco	1995-02-16	1995 Teen Tournament final game 1.
2	200	no	MAMMALS	-	The name of this huge mammal is from 2 Greek words meaning "nose-horned\"	a rhinoceros	1995-02-16	1995 Teen Tournament final game 1.
2	400	no	MAMMALS	-	It's the first four-legged mammal listed in the World Book Encyclopedia	the aardvark	1995-02-16	1995 Teen Tournament final game 1.
2	600	no	MAMMALS	-	There are only about 2,000 of these largest cats left in India	Bengal tigers	1995-02-16	1995 Teen Tournament final game 1.
2	800	no	MAMMALS	-	While experimenting with this species of monkey, scientists discovered the Rh factor	the rhesus monkey	1995-02-16	1995 Teen Tournament final game 1.
